"Hose" 10
"Hospitalized" 6
"Host" 42
"Hostage" 6
"Hour" 2
"Hours" 3
"House" 152
"Housing" 7
"Houston" 67
"How" 141
"Huckabee" 97
"Huge" 16
"Huma" 12
"Human" 23
"Humans" 13
"Humiliates" 8
"Hundreds" 7
"Hungary" 3
"Hungarys" 3
"Hunt" 14
"Hurricane" 341
"Hurricanes" 60
"Hurry'" 5
"Husband" 14
"Husbands" 7
"Hypocrite" 20
"Hypocritical" 6
"Hysteria" 1
"I" 40
"ICBM" 3
"ICE" 6
"ID" 13
"IGNORE" 5
"ILLEGAL" 11
"ILLEGALS" 12
"IMMEDIATELY" 3
"IMPEACHED" 7
"IN" 40
"INDICTED" 8
"INJURING" 1
"INSANE" 9
"INSANELY" 7
"INSANITY" 17
"INSISTS" 21
"INSTANT" 8
"INSTANTLY" 14
"INSURER" 6
"INVADE" 13
"INVESTIGATION" 7
"IRMA" 4
"IRONIC" 1
"IRS" 8
"ISIS" 23
"IT" 49
"ITS" 31
"Idea" 12
"Ideas" 2
"Identity" 11
"If" 70
"Ignores" 6
"Ignoring" 15
"Illegal" 45
"Illegally" 6
"Illegals" 109
"Illegitimate" 4
"Image" 14
"Immigration" 14
"Imminent" 17
"Immunity" 16
"Impact" 9
"Impeach" 6
"Impeachment" 22
"Implements" 3
"Important" 5
"Imran" 19
"In" 282
"Inauguration" 7
"Inches" 15
"Incited" 7
"Including" 4
"Income" 5
"Increase" 12
"Incredible" 38
"Indians" 8
"Indictment" 9
"Infamous" 2
"Influence" 4
"Ingraham" 43
"Injunction" 1
"Injured" 41
"Insane" 13
"Insanely" 14
"Inside" 14
"Instant" 9
"Instantly" 3
"Insult" 3
"Intense" 4
"Intensifies" 7
"Intercepted" 10
"Internet" 5
"Interpretation" 12
"Interpreter" 6
"Interrupt" 3
"Intervention" 2
"Interview" 3
"Into" 60
"Intros" 13
"Inventions" 1
"Investigate" 1
"Investigation" 35
"Investigative" 2
"Investor" 6
"Involve" 2
"Iran" 18
"Irma" 326
"Irma's" 18
"Irmas" 20
"Irrational" 6
"Is" 136
"Islam" 1
"Islamic" 18
"Islamophobia" 8
"Israel" 3
"Issue" 13
"Issues" 36
"It" 188
"It's" 12
"Its" 187
"Ivanka" 9
"JOKE" 5
"JUST" 22
"JUSTICE" 30
"Jackson" 22
"Jail" 10
"Jake" 9
"James" 122
"Jane" 2
"Japan" 55
"Jaw-Dropping" 10
"Jeanine" 35
"Jebediah" 3
"Jeff" 26
"Jefferson" 23
"Jemele" 23
"Jennifer" 37
"Jerry" 19
"Jersey" 4
"Jesse" 28
"Jessie" 10
"Jet" 9
"Jet-Ski" 4
"Jim" 1
"Jimmy" 23
"Job" 28
"Jobs" 20
"Joe" 32
"John" 28
"Johnny" 1
"Join" 24
"Joins" 10
"Joke" 23
"Jones" 4
"Jong" 2
"Jong-Uns" 3
"Jong-un" 24
"Jong-uns" 2
"Jorge" 15
"Jose" 22
"Josh" 3
"Journal" 3
"Journalism" 1
"Joy" 45
"Jr" 35
"Jrs" 3
"Juan" 5
"Judge" 133
"Judges" 14
"Judicial" 13
"Juegos" 4
"Jugar" 1
"Juguetes" 2
"Julian" 1
"Just" 688
"Justice" 1
"Justin" 8
"K9" 8
"KAEPERNICK" 5
"KARMA" 7
"KEY" 5
"KKK" 9
"KNEEL" 3
"KNEW" 3
"KNOCKED" 9
"Kaeperinick" 8
"Kaepermick" 2
"Kaepernick" 67
"Kaepernicks" 1
"Kaine" 7
"Kaines" 9
"Kamala" 7
"Kapernick" 4
"Kardashian" 6
"Karma" 18
"Kasich" 9
"Katrina" 53
"Katy" 26
"Kaya" 4
"Keep" 24
"Keeping" 19
"Keeps" 10
"Keith" 30
"Kelloggs" 13
"Kelly" 16
"Kellyanne" 22
"Kennedy" 9
"Kerry" 5
"Kevin" 5
"Key" 14
"Khamenei" 1
"Kid" 53
"Kids" 51
"Kids'" 18
"Kill" 45
"Killed" 29
"Killer" 21
"Killing" 8
"Kilmeade" 1
"Kim" 43
"Kimmel" 23
"Kind" 25
"King" 6
"Kissed" 13
"Kitties" 10
"Kitty" 8
"Knee" 2
"Kneel" 4
"Kneelers" 20
"Kneels" 1
"Knelt" 6
"Knew" 13
"Know" 46
"Known" 12
"Knuckle" 2
"Koch" 11
"Korea" 197
"Koreas" 61
"LAW" 15
"LAWSUIT" 4
"LEAKED" 3
"LEWD" 15
"LGBT" 9
"LIBERAL" 8
"LIE" 53
"LIED" 7
"LINE" 9
"LINKED" 5
"LISTEN" 2
"LOL" 357
"LOOK" 7
"LOONY" 9
"LOOTERS" 27
"LOSE" 10
"LOSER" 10
"LOSERS" 18
"LOSES" 10
"LOVED" 21
"LOVES" 14
"LOW" 14
"LOral" 10
"LOrals" 6
"LYING" 11
"La" 37
"Labels" 1
"Labor" 13
"Laced" 12
"Ladies" 14
"Lambasted" 6
"Land" 8
"Landfall" 16
"Landing" 8
"Lands" 1
"Language" 6
"Las" 31
"Last" 25
"Late" 3
"Latest" 99
"Latinas" 11
"Latinos" 15
"Lattes" 28
"Lauderdale" 27
"Laugh" 7
"Laughs" 2
"Launch" 3
"Laura" 43
"Lawmaker" 13
"Lawmakers" 6
"Lawn" 45
"Lawrence" 30
"Lawrences" 10
"Laws" 21
"Lawsuit" 10
"Lawsuits" 13
"Lawyer" 39
"Lawyers" 12
"Layoffs" 8
"Leader" 78
"Leaders" 17
"Leadership" 11
"Leading" 22
"Leak" 11
"Leaked" 12
"Leaker" 17
"Leakers" 11
"Learned" 4
"Least" 39
"Leave" 22
"Leaving" 13
"Lebron" 6
"Lecturing" 2
"Lee" 27
"Left" 62
"Leftist" 7
"Leftists" 27
"Lefts" 4
"Legal" 32
"Legalize" 6
"Legend" 51
"Legends" 3
"Lemon" 21
"Let" 16
"Letter" 17
"Level" 7
"Lewandowski" 5
"Lewis" 3
"Liar" 42
"Liberal" 195
"Liberals" 263
"Libra" 2
"Library" 28
"Libs" 15
"License" 8
"Lie" 9
"Lied" 7
"Life" 43
"Life-Threatening" 4
"Like" 27
"Limbaugh" 22
"Linda" 25
"Line" 15
"Link" 1
"Linked" 1
"Links" 9
"Lip" 15
"List" 8
"Little" 22
"Live" 62
"Lives" 44
"Lo" 16
"Loaded" 10
"Lobby" 7
"Locals" 5
"LockHerUp" 6
"Locked" 10
"London" 27
"Loneliness" 12
"Longer" 4
"Look" 401
"Looked" 3
"Looking" 15
"Looms" 7
"Loony" 2
"Looters" 126
"Looting" 19
"Loretta" 3
"Los" 38
"Lose" 5
"Loser" 31
"Losing" 51
"Loss" 58
"Lost" 69
"Lot" 9
"Lou" 22
"Louis" 27
"Louisiana" 23
"Lovable" 3
"Love" 37
"Loveable" 4
"Loved" 6
"Lovers" 9
"Loves" 13
"Lowering" 3
"Lows" 7
"Lucky" 10
"Lunch" 8
"Lying" 31
"Lynch" 3
"MAGA" 23
"MAGNITUDE" 8
"MAJOR" 10
"MANIPULATED" 7
"MANY" 1
"MASSIVE" 32
"MEDIA" 21
"MELTDOWN" 46
"MET" 11
"MI" 3
"MILLION" 2
"MLB" 2
"MOAB" 6
"MOCK" 8
"MOCKS" 3
"MONEY" 3
"MONSTER" 3
"MORE" 20
"MOST" 15
"MS-13" 1
"MSNBC" 23
"MSNBCs" 3
"MUST" 20
"MY" 11
"Mace-Filled" 10
"Mad" 60
"Maddow" 22
"Made" 46
"Madonnas" 3
"Maduro" 1
"Mafia" 2
"Mag" 10
"Magical" 7
"Magnitude" 6
"Maher" 21
"Maine" 1
"Major" 3
"Majority" 22
"Make" 71
"Makes" 36
"Making" 52
"Malik" 13
"Man" 43
"Manafort" 11
"Manaforts" 9
"Mandatory" 8
"Manning" 7
"Mansion" 1
"Many" 6
"Marathon" 8
"Maria" 19
"Marine" 11
"Marines" 20
"Mark" 19
"Markings" 2
"Marriage" 3
"Maryland" 12
"Masajes" 2
"Mascot" 8
"Masks" 1
"Mass" 22
"Massive" 66
"Masturbarse" 1
"Matter" 31
"Mattis" 25
"Max" 42
"Maxine" 26
"May" 102
"Mayor" 56
"McCain" 77
"McCains" 1
"McConnell" 11
"Mcauliffe" 3
"Mccain" 37
"Mdico" 1
"Me" 2
"Meals" 10
"Measures" 9
"Media" 191
"Medias" 4
"Meet" 21
"Meeting" 18
"Megyn" 5
"Mejora" 1
"Melania" 69
"Melanias" 30
"Melt" 19
"Meltdown" 4
"Member" 1
"Members" 23
"Meme" 8
"Memes" 1
"Men" 8
"Mendez" 6
"Menendez" 37
"Mention" 9
"Mentioned" 3
"Mentions" 5
"Merch" 3
"Mere" 2
"Merkel" 34
"Mes" 1
"Message" 64
"Messes" 9
"Messing" 12
"Met" 17
"Metal" 3
"Methods" 6
"Mexican" 1
"Mexico" 18
"Mi" 2
"Miami" 53
"Miamis" 6
"Mic" 12
"Michael" 24
"Michelle" 19
"Michelles" 10
"Michigan" 5
"Microchip" 12
"Microscope" 2
"Middle-Class" 2
"Might" 21
"Migraa" 1
"Migration" 3
"Mika" 1
"Mike" 40
"Mil" 14
"Milano" 7
"Mile" 5
"Military" 63
"Million" 66
"Millionaire" 9
"Millions" 6
"Milo" 13
"Mind" 16
"Mines" 6
"Minimum" 9
"Minutes" 21
"Mira" 1
"Missile" 23
"Missing" 13
"Missouri" 8
"Mistakes" 7
"Mitch" 6
"Mitos" 5
"Mitt" 11
"Mock" 33
"Mocked" 3
"Mocking" 14
"Mocks" 3
"Model" 22
"Modern" 1
"Modern-Day" 3
"Mom" 62
"Moment" 31
"Moments" 4
"Money" 3
"Monuments" 9
"Moon" 10
"Moore" 25
"Moral" 17
"More" 107
"Morgan" 10
"Morning" 12
"Moss" 18
"Most" 42
"Mother" 12
"Motives" 2
"Motorcade" 19
"Mourn" 4
"Move" 35
"Moved" 15
"Movie" 32
"Movies" 25
"Moving" 15
"Mow" 23
"Mowed" 10
"Ms" 1
"Much" 67
"Muecas" 1
"Mueller" 70
"Muellers" 12
"Mugshots" 11
"Mujer" 2
"Mujeres" 1
"Multi-Billion" 9
"Multiple" 11
"Murder" 13
"Murderers" 8
"Murders" 5
"Music" 9
"Musk" 18
"Muslim" 19
"Muslims" 7
"Mxico" 2
"My" 14
"N" 58
"N-WORD" 2
"NAIL" 2
"NASCAR" 12
"NBA" 3
"NBC" 15
"NBCs" 3
"NECK" 12
"NEED" 10
"NEVER" 22
"NEW" 140
"NEWS" 28
"NFL" 144
"NFLs" 4
"NICKNAME" 7
"NIGHTMARE" 1
"NO" 37
"NON" 6
"NOT" 36
"NOTHING" 22
"NOTICE" 8
"NUKE" 11
"NUKED" 10
"NY" 3
"NYT" 8
"Named" 16
"Names" 6
"Nancy" 29
"Nap" 2
"Napolitano" 15
"Narcissist" 4
"Narcos" 6
"Narrative" 15
"Nation" 9
"National" 69
"Nationals" 1
"Nature" 3
"Natures" 8
"Navarro" 7
"Near" 23
"Nearing" 10
"Nearly" 24
"Necesito" 6
"Necklace" 1
"Need" 28
"Needs" 32
"Negative" 4
"Netanyahu" 4
"Netflixs" 6
"Never" 11
"NeverTrump" 6
"New" 215
"News" 142
"Newspaper" 11
"Newt" 21
"Next" 30
"Ni" 1
"Nickname" 7
"Night" 27
"Nikki" 24
"Nipples" 14
"No" 47
"Noah" 10
"Nocturnas" 1
"Noises" 8
"Nolte" 8
"Non-Stop" 6
"None" 3
"North" 208
"Northern" 9
"Not" 140
"Notes" 7
"Nothing" 13
"Noticed" 15
"Now" 161
"Nowhere" 3
"Nuclear" 7
"Nuke" 8
"Nukes" 8
"Number" 7
"Numbers" 7
"Nye" 11
"O" 13
"OATH" 6
"OBLITERATES" 18
"ODonnell" 3
"ODonnells" 3
"OF" 14
"OFF" 7
"OFFENSIVE" 12
"OFFICIAL" 45
"OH" 11
"OJ" 10
"OK" 1
"ONE" 6
"ONLY" 4
"OOPS" 12
"OR" 27
"ORDERED" 1
"OReilly" 4
"OReillys" 3
"OUCH" 16
"OUT" 54
"OVER" 31
"OVERWHELMING" 6
"OWNED" 10
"Oakland" 2
"Oath" 13
"Obama" 276
"Obamacare" 25
"ObamacareBREAKING" 4
"Obamas" 97
"Objeto" 1
"Obliterate" 5
"Obliterates" 11
"Obsession" 7
"Obsessive" 4
"Obstruction" 5
"Ocean" 8
"Of" 143
"Off" 30
"Offended" 31
"Offenders" 6
"Offensive" 12
"Offer" 8
"Offered" 11
"Offers" 28
"Office" 25
"Officer" 20
"Officers" 7
"Offices" 13
"Official" 63
"Officially" 8
"Officials" 14
"Offshore" 4
"Oh" 13
"Ohio" 12
"Olbermann" 15
"Old" 35
"Olivia" 17
"Olvidar" 1
"Omarosa" 5
"On" 91
"Once" 10
"One" 100
"One-Star" 11
"Online" 12
"Only" 19
"Op-Ed" 1
"Open" 16
"Opponent" 12
"Opportunity" 5
"Oppose" 8
"Opposed" 5
"Optimism" 6
"Optimistic" 12
"Options" 7
"Order" 17
"Orders" 12
"Organized" 8
"Orgasmo" 5
"Orgs" 9
"Ortiz" 12
"Ossoff" 5
"Ossoffs" 1
"Other" 12
"Others" 8
"Otto" 4
"Ouch" 9
"Our" 65
"Out" 332
"Outrage" 16
"Outraged" 10
"Outrageous" 5
"Outselling" 6
"Outside" 8
"Outstanding" 11
"Over" 420
"Overseas" 11
"Own" 10
"Owner" 13
"Owners" 4
"PASSES" 11
"PATHETIC" 13
"PAYBACK" 13
"PAYING" 5
"PERSONALLY" 6
"PETITION" 5
"PHOTO" 5
"PHOTOS" 15
"PIGS" 8
"PIRULIN" 1
"POLL" 92
"POTENTIAL" 4
"PRAISE" 2
"PRAY" 23
"PREDICTABLE" 5
"PRESIDENT" 18
"PROOF" 11
"PROTEST" 6
"PTSD" 1
"Pain" 10
"Pakistan" 20
"Panda" 10
"Pander" 8
"Panel" 3
"Paper" 13
"Para" 2
"Parade" 10
"Parades" 7
"Pardon" 51
"Parent" 13
"Parenthood" 17
"Parenting" 10
"Parents" 35
"Paris" 8
"Part" 16
"Part-Time" 9
"Parte" 2
"Partnering" 6
"Partons" 4
"Party" 11
"Passed" 7
"Passes" 17
"Past" 13
"Pastor" 9
"Path" 19
"Pathetic" 35
"Patriot" 11
"Patriots" 12
"Patrol" 6
"Paul" 73
"Pay" 34
"Payer" 14
"Pdele" 2
"Peace" 11
"Pegging" 2
"Pelosi" 97
"Pelosis" 2
"Pence" 57
"Pences" 2
"Pencil" 4
"Pennsylvania" 7
"People" 117
"Pepper" 12
"Perez" 10
"Perfect" 6
"Perfectly" 16
"Performance" 1
"Person" 14
"Personal" 10
"Persuade" 9
"Pet" 1
"Petition" 18
"Pets" 4
"Phil" 1
"Phony" 20
"Photo" 29
"Photos" 31
"Phrase" 14
"Pick" 22
"Picks" 22
"Picture" 31
"Piers" 10
"Pierson" 53
"Pig" 2
"Pigeons" 11
"Pigs" 16
"Pills" 10
"Pitches" 6
"Place" 44
"Places" 4
"Plan" 22
"Planned" 30
"Planning" 11
"Plans" 27
"Plant" 15
"Plate" 8
"Play" 26
"Player" 10
"Players" 40
"Plays" 6
"Pledge" 8
"Plot" 8
"Point" 13
"Points" 7
"Poison" 13
"Police" 115
"Policy" 16
"Political" 25
"Politicians" 18
"Polk" 6
"Poll" 30
"Polls" 7
"Popcorn" 14
"Pope" 17
"Popped" 10
"Popular" 21
"Population" 9
"Por" 9
"PornAttitude" 1
"Portrait" 13
"Posiciones" 2
"Position" 4
"Positive" 21
"Possible" 6
"Posted" 15
"Posturas" 3
"Power" 3
"PowerPoint" 2
"Powerful" 28
"Practice" 8
"Praise" 9
"Praises" 21
"Pray" 3
"Prayer" 22
"Praying" 7
"Pre-Election" 11
"Pre-Emptive" 8
"Precious" 10
"Predicts" 1
"Pregnant" 1
"Preguntas" 1
"Prepare" 6
"Prepares" 7
"Presentations" 2
"Presidency" 4
"President" 222
"Presidential" 8
"Presidents" 5
"Pressure" 21
"Prettier" 2
"Pretty" 2
"Previous" 11
"Priapismo" 2
"Prison" 8
"Private" 4
"Pro-DACA" 7
"Pro-Hillary" 7
"Pro-Trump" 32
"Probably" 7
"Probe" 3
"Problem" 29
"Process" 14
"Producer" 22
"Profanity" 12
"Professor" 20
"Professors" 21
"Profile" 3
"Program" 12
"Promises" 11
"Promote" 3
"Promotes" 10
"Promoting" 6
"Proof" 25
"Propaganda" 12
"Properties" 5
"Property" 10
"Proposing" 20
"Pros" 1
"Protecting" 1
"Protest" 45
"Protesters" 42
"Protesting" 6
"Prove" 14
"Proven" 4
"Proves" 20
"Provide" 13
"Provider" 15
"Psychic" 2
"Public" 4
"Publicly" 6
"Puerto" 13
"Pulled" 39
"Pulls" 15
"Pumpkin" 28
"Punching" 8
"Pundit" 8
"Punished" 17
"Punishing" 5
"Punto" 3
"Pup" 6
"Pure" 3
"Purpose" 2
"Push" 28
"Pushed" 6
"Pushes" 27
"Pushing" 15
"Put" 66
"Putin" 20
"Puts" 15
"Putting" 24
"Pythons" 1
"QUE" 1
"Qatar" 4
"Qu" 20
"Quake" 9
"Que" 5
"Queen" 24
"Question" 14
"Questioning" 8
"Questions" 4
"Quick" 6
"Quieres" 1
"Quiero" 3
"Quite" 12
"R&ampB" 13
"RACES" 7
"RACISM" 9
"RACIST" 30
"RAMS" 8
"RANT" 13
"RAPE" 14
"RAT" 5
"RATINGS" 2
"REAL" 22
"REALLY" 18
"REASON" 7
"REFORM" 7
"REFUGEE" 8
"REFUSED" 7
"REFUSES" 1
"REMINDER" 10
"REMOVED" 6
"REPORT" 79
"RESIGNS" 8
"REVENGE" 6
"RIDICULOUS" 2
"RIGHT" 6
"RINO" 8
"RIOTS" 1
"RIPS" 13
"RT" 26
"RUDE" 9
"RUSHING" 10
"Race" 28
"Race-Baiting" 9
"Rachel" 22
"Racial" 1
"Racism" 3
"Racist" 69
"Racy" 5
"Radical" 17
"Rage" 20
"Rahm" 21
"Raises" 7
"Rakes" 7
"Rally" 35
"Ramos" 15
"Rand" 22
"Randy" 18
"Rank" 10
"Rant" 25
"Rap" 16
"Rape" 13
"Raped" 4
"Raping" 1
"Rapper" 10
"Rare" 23
"Rat" 13
"Rates" 13
"Rating" 9
"Ratings" 1
"Raza" 3
"Razor" 12
"Re-Entry" 8
"Reached" 10
"Reaching" 3
"React" 39
"Reacted" 15
"Reactions" 8
"Reacts" 14
"Read" 15
"Ready" 29
"Real" 10
"Realized" 12
"Really" 47
"Reason" 9
"Reasons" 7
"Recalling" 11
"Recalls" 14
"Receive" 1
"Receives" 10
"Recipe" 7
"Recipients" 6
"Record-Holding" 10
"Recovery" 6
"Reform" 8
"Refrigerator" 13
"Refugees" 13
"Refund" 11
"Refuse" 14
"Refuses" 59
"Refusing" 4
"Registering" 3
"Regret" 1
"Regular" 4
"Reid" 9
"Reiner" 5
"Reiterates" 12
"Rejects" 8
"Related" 6
"Relations" 7
"Relato" 15
"Release" 5
"Released" 14
"Releases" 16
"Relief" 67
"Remakes" 9
"Remember" 7
"Remembered" 9
"Remembering" 8
"Remind" 7
"Reminds" 21
"Remove" 26
"Rep" 16
"Repeal" 2
"Repeal/Replace" 2
"Replace" 23
"Replies" 13
"Report" 28
"Reporter" 45
"Reporters" 13
"Reports" 2
"Republican" 15
"Republicans" 34
"Rescue" 22
"Rescued" 4
"Residents" 14
"Resign" 15
"Resigned" 10
"Resigns" 30
"Resistance" 4
"Resolution" 4
"Respect" 32
"Respectfully" 1
"Respond" 6
"Responded" 8
"Responds" 26
"Response" 107
"Responsibility" 25
"Restraining" 8
"Result" 6
"Results" 6
"Resurrect" 16
"Retail" 9
"Retro" 7
"Return" 26
"Returned" 13
"Retweet" 16
"Retweets" 3
"Reunited" 2
"Reuniting" 5
"Reveal" 7
"Revealed" 35
"Reveals" 86
"Revenge" 11
"Revere" 3
"Reviews" 24
"Rewarding" 5
"Rewrites" 7
"Rhetoric" 3
"Ribbons" 6
"Rice" 20
"Rices" 12
"Rich" 9
"Rick" 6
"Rico" 13
"Ridiculous" 26
"Right" 89
"Rights" 20
"Ring" 13
"Rioters" 28
"Riots" 3
"Rips" 14
"Risk" 4
"Road" 5
"Rob" 5
"Robert" 47
"Robertson" 3
"Robots" 10
"Rock" 74
"Rocket" 9
"Rocking" 11
"Rocks" 6
"Rodeo" 1
"Rodman" 11
"Roger" 18
"Role" 8
"Rolls" 6
"Romney" 11
"Rose" 9
"Rosie" 5
"Rouge" 13
"RoyceEditores" 1
"Ruin" 11
"Ruined" 3
"Ruins" 13
"Rule" 19
"Rules" 19
"Ruling" 7
"Rumor" 11
"Run" 32
"Runner" 3
"Running" 4
"Rush" 10
"Rushed" 18
"Russia" 56
"Russian" 1
"Ryan" 60
"S" 1
"SACK" 5
"SANCTUARY" 9
"SCAM" 9
"SCHOOL" 15
"SELLOUT" 3
"SENT" 3
"SENTIDOS" 1
"SEXUAL" 1
"SHAMBLES" 5
"SHAMELESS" 12
"SHERIFF" 8
"SHOCK" 51
"SHOCKING" 42
"SHRED" 6
"SHREDS" 13
"SHUT" 6
"SICKENING" 7
"SILENT" 13
"SINCE" 8
"SINGLE" 7
"SLAM" 14
"SLAMMING" 13
"SLAMS" 59
"SMACKS" 15
"SMELL" 9
"SMS" 1
"SNAPPING" 14
"SO" 1
"SOMETHING" 1
"SOUNDS" 4
"SPEAK" 5
"SPEECH" 16
"SPEECHLESS" 14
"SPLC" 4
"STAB" 8
"STABBED" 12
"STAGING" 6
"STAIN" 7
"STAND" 8
"STANDARD" 11
"STANDOFF" 10
"STICKING" 6
"STILL" 18
"STOPPED" 8
"STORM" 21
"STRONG" 4
"STRONGEST" 8
"STRONGLY" 6
"STUNNING" 1
"STUNT" 11
"SUE" 5
"SURPRISE" 23
"SUSPENDS" 10
"SWAMP" 10
"SWAT" 10
"Sabes" 1
"Sabine" 3
"Sacramento" 11
"Sacrifice" 13
"Sadie" 3
"Safe" 20
"Said" 62
"Saint" 3
"Salt" 9
"San" 21
"Sanctions" 16
"Sanctuary" 42
"Sand" 10
"Sanders" 20
"Sandy" 10
"Sarah" 88
"Sarsour" 14
"Sarsours" 9
"Sassy" 14
"Sat" 16
"Satisfying" 13
"SaturnAnd" 2
"Saudis" 8
"Save" 61
"Saved" 4
"Saves" 19
"Saw" 42
"Saying" 18
"Says" 89
"Scalise" 1
"Scammer" 8
"Scan" 7
"Scandal" 9
"Scandals" 2
"Schiff" 1
"Schilling" 16
"School" 49
"Schools" 2
"Schultz" 20
"Schumer" 27
"Scientist" 11
"Scientists" 2
"Scott" 6
"Scotts" 6
"Screens" 11
"Screwing" 1
"Se" 2
"Seales" 1
"Sean" 17
"Search" 13
"Seattle" 15
"Seattles" 16
"Second" 16
"Secret" 19
"Secretos" 1
"Securing" 12
"Security" 44
"See" 55
"Seeing" 3
"Seek" 5
"Seeks" 12
"Seen" 5
"Sees" 4
"Seis" 2
"Seize" 5
"Seizing" 10
"Selfie" 8
"Selfish" 2
"Sell" 9
"Selling" 16
"Sells" 4
"Senate" 26
"Senator" 56
"Senators" 6
"Sending" 5
"Senior" 10
"Seniors" 11
"Sent" 13
"Sentenced" 5
"Sequel" 6
"Serve" 10
"Serves" 8
"Service" 15
"Sessions" 59
"Set" 37
"Several" 5
"Severed" 3
"Sex" 32
"Sexlecciones" 315
"Sexo" 29
"Sexting" 9
"Sextorsin" 1
"Sexual" 15
"Sexualidad" 4
"Shakers" 9
"Shame" 29
"Shamelessly" 8
"Shared" 8
"Shares" 25
"Sharpton" 7
"Sharptons" 8
"Shaun" 1
"She" 223
"She'd" 12
"Shed" 6
"Shelter" 24
"Sheltered" 11
"Shelters" 6
"Shelves" 9
"Sheriff" 79
"Sheriffs" 10
"Shes" 7
"Shill" 13
"Shirt" 5
"Shocked" 15
"Shocking" 17
"Shoot" 3
"Shooting" 21
"Shopper" 7
"Shoppers" 3
"Shot" 3
"Shotgun" 11
"Should" 50
"Shouted" 1
"Show" 62
"Showdown" 6
"Showed" 12
"Showing" 6
"Shows" 93
"Shreds" 4
"Shut" 32
"Shutdown" 7
"Shuts" 18
"Si" 2
"Side" 45
"Sided" 10
"Sides" 19
"Sidewalk" 13
"Siding" 2
"Siempre" 3
"Siente" 2
"Sign" 15
"Signaled" 9
"Signatures" 7
"Signing" 23
"Signos" 1
"Silencio" 1
"Silent" 6
"Silk" 36
"Silly" 11
"Simmons" 11
"Simpson" 10
"Since" 4
"Sing" 23
"Singer" 13
"Single" 14
"Site" 3
"Sitter" 3
"Size" 7
"Skewers" 12
"Skills" 2
"Skin" 12
"Skit" 9
"Slam" 4
"Slammed" 13
"Slamming" 7
"Slams" 22
"Slaps" 12
"Slaves" 3
"Sleaze" 2
"Sleeps" 6
"Sleeves" 6
"Small" 2
"Smash" 19
"Smell" 5
"SmilesRight" 18
"Smiling" 1
"Snags" 2
"Sneaking" 13
"Sneaky" 8
"Sneezing" 13
"Snowflake" 11
"Snowflakes" 11
"Sntoma" 1
"Snubs" 8
"So" 77
"Social" 11
"Socialism" 9
"Socializing" 10
"Solid" 6
"Solve" 5
"Sombras" 3
"Someone" 31
"Something" 114
"Son" 23
"Songbird" 16
"Sons" 25
"Soon" 19
"Sore" 10
"Soros" 23
"Sought" 3
"Sounds" 16
"Sources" 15
"Spacecraft" 2
"Spaces" 10
"Spangled" 21
"Speaks" 15
"Special" 4
"Spectacularly" 12
"Speech" 132
"Spice" 28
"Spicer" 9
"Spicers" 4
"Spiderman" 11
"Spied" 8
"Spill" 11
"Spits" 12
"Spoiled" 2
"Spoke" 12
"Spoken" 6
"Sporting" 9
"Sportsmanship's" 12
"Spray" 2
"Spread" 7
"Spreads" 9
"Spree" 19
"Springer" 1
"Squirting" 1
"St" 22
"Stacey" 13
"Stadiums" 16
"Staff" 13
"Staffer" 13
"Stage" 13
"Staggering" 6
"Stained" 5
"Stand" 8
"Standards" 2
"Stands" 2
"Star" 78
"Starbucks" 1
"Stars" 4
"Start" 11
"Started" 23
"Starts" 1
"State" 72
"Stated" 10
"Statement" 15
"States" 20
"Statue" 82
"Stay" 27
"Steal" 11
"Steam" 10
"Steel" 6
"Steelers" 2
"Steering" 8
"Stephen" 25
"Steve" 23
"Stevie" 15
"Steyn" 10
"Still" 27
"Stoop" 7
"Stop" 24
"Stores" 14
"Stories" 14
"Storm" 23
"Story" 24
"Straight" 15
"Strange" 1
"Stranger" 20
"Strategist" 13
"Street" 2
"Streets" 4
"Strike" 19
"Strikes" 21
"Stroller" 4
"Strong" 11
"Stronger" 11
"Strongest" 14
"Strongly" 1
"Stuck" 12
"Student" 50
"Students" 56
"Study" 11
"Stuffed" 8
"Stumbling" 10
"Stunned" 15
"Stunning" 9
"Stupid" 14
"Stupidity" 7
"Success" 7
"Such" 5
"Sucks" 12
"Sue" 3
"Sueas" 1
"Suecia" 1
"Suffers" 6
"Suggest" 16
"Suggests" 16
"Suing" 3
"Sum" 6
"Sunday" 2
"Sununu" 1
"Superstar" 5
"Support" 39
"Supporter" 47
"Supporters" 180
"Supporting" 4
"Supports" 1
"Supremacist" 50
"Supremacy" 17
"Supreme" 19
"Surfaced" 12
"Surfaces" 22
"Surprise" 15
"Surprised" 1
"Survivors" 8
"Susan" 33
"Suspect" 8
"Suspicion" 13
"Suspicious" 10
"Swamp" 9
"Swat" 7
"Swedish" 5
"Sweetest" 3
"Swier" 7
"Swing" 12
"Sydney" 5
"Sync" 14
"TE" 1
"TERRIFYING" 9
"TESTS" 11
"THAT" 10
"THE" 37
"THEN" 8
"THEY" 8
"THIS" 52
"THREATS" 21
"TIME" 1
"TIMES" 4
"TOMORROW" 7
"TOO" 2
"TOTAL" 1
"TOTALLY" 12
"TOUCHING" 14
"TRIGGERED" 22
"TROUBLE" 4
"TRUE" 3
"TRUMP" 34
"TRUTH" 50
"TV" 53
"TWEET" 4
"Table" 4
"Tactics" 2
"Tail" 2
"Take" 40
"Takes" 25
"Taking" 12
"Talk" 6
